nome;rating;preco;pais;tipo;descricao;uvas;vinicola;olfativo;gustativo;harmonia;uva1;varietal;price;ano;consumo;texto
Maycas del Limari Reserva Especial Chardonnay 2017;4.5;R$117,90;Chile;Branco;Seco;Chardonnay (100%);Maycas del Limarí;Abacaxi, lima, maçã verde, mineral, baunilha;Bom corpo, acidez presente, frutado, final agradável;Tartar de salmão com abacate, espaguete com frutos do mar, frango à kiev com risoto de alho-poró, anchova grelhada com tomates verdes fritos, pizza quatro queijos, queijos frescos.;Chardonnay;S;117.9;2017;0;'Chile' 'Branco' 'Seco' 'Chardonnay'
Bridlewood Monterey County Pinot Noir 2017;0.0;R$131,90;Estados Unidos;Tinto;Meio Seco/Demi-Sec;Pinot Noir;Wine.com.br;Frutas negras, especiarias, leve amadeirado;Corpo de leve para médio, frutado, acidez presente, taninos sedosos;Atum grelhado, filé-mignon com batatas rústicas, tagliatelle ao sugo, pizza marguerita, bacalhau ao forno, risoto com vegetais e bacon.;Pinot Noir;S;131.9;2017;0;'Estados Unidos' 'Tinto' 'Meio Seco/Demi-Sec' 'Pinot Noir'
Edna Valley Central Coast Pinot Noir 2017;1.0;R$125,89;Estados Unidos;Tinto;Meio Seco/Demi-Sec;Pinot Noir;Edna Valley Vineyard;Cereja, terroso, tosta;Leve, boa acidez, taninos macios;Lombo suíno ao molho de frutas vermelhas, crocque monsieur de Gruyère e Parma, escondidinho de camarão, temaki de atum, risoto de tomate seco com brie, queijos semiduros.;Pinot Noir;S;125.89;2017;0;'Estados Unidos' 'Tinto' 'Meio Seco/Demi-Sec' 'Pinot Noir'
Pinhal da Torre Resoluto 2015;4.0;R$149,90;Portugal;Tinto;Meio Seco/Demi-Sec;Touriga Franca , Trincadeira , Alicante Bouschet;Pinhal da Torre;Frutas vermelhas maduras, cacau, especiarias, amadeirado;Corpo de médio para encorpado, taninos presentes, acidez agradável, amadeirado;Mix de queijos duros, churrasco, carré de cordeiro com molho de hortelã, risoto de funghi, hambúrguer de angus com queijo gruyère, picanha invertida.;Touriga Franca;N;149.9;2015;0;'Portugal' 'Tinto' 'Meio Seco/Demi-Sec' 'Touriga Franca'
William Hill Central Coast Merlot 2016;5.0;R$123,90;Estados Unidos;Tinto;Meio Seco/Demi-Sec;Merlot;Wine.com.br;Cereja negra, ameixa, amora, especiarias, caramelo, chocolate;Médio corpo, fresco, taninos sedosos, pimenta preta, tosta;Picanha de cordeiro, tender ao molho, costelinha suína com molho barbecue, nhoque com linguiça defumada, batatas com ervas e cogumelos ao forno, queijos como edam, o taleggio, o serra da estrela e o asiago.;Merlot;S;123.9;2016;0;'Estados Unidos' 'Tinto' 'Meio Seco/Demi-Sec' 'Merlot'
William Hill Central Coast Cabernet Sauvignon 2017;4.0;R$144,90;Estados Unidos;Tinto;Meio Seco/Demi-Sec;Cabernet Sauvignon;William Hill Estate Winery;Ameixa, cereja, baunilha, tosta, chocolate;Médio corpo, boa acidez, taninos macios, bom final;Filé ao molho poivre, lasanha gratinada, filé à parmegiana, massas com ragú de calabresa, risoto de parmesão, queijos duros.;Cabernet Sauvignon;S;144.9;2017;0;'Estados Unidos' 'Tinto' 'Meio Seco/Demi-Sec' 'Cabernet Sauvignon'
Quinta de Pancas Reserva 2017;0.0;R$150,89;Portugal;Tinto;Seco;Cabernet Sauvignon (50%), Alicante Bouschet (30%), Syrah (20%);Quinta de Pancas;Fruta negra em compota, especiarias, tabaco;Encorpado, taninos macios, boa acidez, final longo;Maminha assada com manteiga de ervas e champignons, joelho de porco defumado à pururuca, bucatini all'amatriciana, arroz de cabidela, alheira de mirandela, queijos maturados.;Cabernet Sauvignon;N;150.89;2017;0;'Portugal' 'Tinto' 'Seco' 'Cabernet Sauvignon'
Yalumba Sanctum Coonawarra Cabernet Sauvignon 2017;0.0;R$133,89;Austrália;Tinto;Seco;Cabernet Sauvignon;Yalumba;Frutas vermelhas e negras, violeta, mentol, especiarias, traço amadeirado;Corpo de médio para encorpado, taninos presentes, frutado, boa acidez, final agradável;Risoto de bacon, filé de frango à parmegiana, nhoque com ragu de carne, batata recheada com três queijos, tarte tartin de ratatouille, contra filé ao forno.;Cabernet Sauvignon;S;133.89;2017;0;'Austrália' 'Tinto' 'Seco' 'Cabernet Sauvignon'
Yalumba Samuel´s Collection Barossa 2016;0.0;R$133,89;Austrália;Tinto;Seco;Shiraz, Mataro, Grenache;Yalumba;Frutas vermelhas, morango e notas de menta e cravo;O paladar é sedoso e suculento, com sabores de framboesa e cereja e taninos elegantes;Costela de porco ao forno, salada com queijo de cabra e beterraba, quesadilla de carne, nhoque de abóbora.;Shiraz;N;133.89;2016;0;'Austrália' 'Tinto' 'Seco' 'Shiraz'
Gazzerotta I.G.T. Terre Siciliane Nero dAvola 2016;4.0;R$123,90;Itália;Tinto;Meio Seco/Demi-Sec;Nero d'Avola;Cantine Pellegrino;Cereja, groselha, framboesa, especiarias, defumado;Bom corpo, acidez agradável, taninos presentes, frutado, boa persistência;Joelho de porco defumado assado, fraldinha churrasqueada, espaguete a la norma, panceta recheada, bruschetta de cogumelos, e queijos semiduros.;Nero d'Avola;S;123.9;2016;0;"'Itália' 'Tinto' 'Meio Seco/Demi-Sec' ""Nero d'Avola"""
Maycas del Limarí Reserva Especial Syrah 2016;4.5;R$116,89;Chile;Tinto;Seco;Syrah;Maycas del Limarí;Ameixa, amora, notas de tempero, cacau, pimenta-do-reino;Corpo de médio para encorpado, boa acidez, frutado, amadeirado;Filé ao poivre, rabada com aipim, lasanha de berinjela, risoto de paio, galinha ao molho pardo, queijos semiduros.;Syrah;S;116.89;2016;0;'Chile' 'Tinto' 'Seco' 'Syrah'
Frei Brothers Reserve Chardonnay 2017;4.0;R$148,89;Estados Unidos;Branco;Meio Seco/Demi-Sec;Chardonnay (100%);Frei Brothers;Lima, maçã-verde, baunilha;Bom corpo, boa acidez, final agradável;Risoto de bacalhau, camarão cremoso na moranga, bruschetta de atum defumado, palmito gratinado com parmesão, ceviche de linguado, e queijos frescos.;Chardonnay;S;148.89;2017;0;'Estados Unidos' 'Branco' 'Meio Seco/Demi-Sec' 'Chardonnay'
Calyptra Gran Reserva Cabernet Sauvignon 2016;0.0;R$186,90;Chile;Tinto;Seco;Cabernet Sauvignon;Calyptra;Frutas maduras, especiarias, tosta, tabaco, cacau;Encorpado, taninos presentes, acidez agradável, maduro;Picanha na brasa, risoto de bacon, medalhão de mignon, penne ao pomodoro, lasanha de berinjela com queijo, cogumelos recheados.;Cabernet Sauvignon;S;186.9;2016;0;'Chile' 'Tinto' 'Seco' 'Cabernet Sauvignon'
Viñedo de los Vientos Angels Cuvée Ripasso de Tannat 2015;4.5;R$196,89;Uruguai;Tinto;Meio Seco/Demi-Sec;Tannat;Viñedo de los Vientos;Frutas em compota, especiarias, amadeirado;Encorpado, taninos presentes, acidez agradável, final longo;Contra-filé assado ao molho de framboesas, risoto de tomate seco, polenta ao ragu de carne com trufas brancas, lombo suíno ao molho agridoce, paleta de cordeiro, queijos como grana padano.;Tannat;S;196.89;2015;0;'Uruguai' 'Tinto' 'Meio Seco/Demi-Sec' 'Tannat'
Calyptra Gran Reserva Chardonnay 2017;0.0;R$186,90;Chile;Branco;Seco;Chardonnay;Calyptra;Abacaxi, maçã, pêssego, nozes, baunilha, mel;Corpo de médio para encorpado, acidez agradável, amadeirado, final longo, intenso;Lombo de bacalhau, lula grelhada na manteiga, fettuccine à carbonara, risoto de gorgonzola, pera e nozes, filé de peixe com crosta de castanha, queijos duros.;Chardonnay;S;186.9;2017;0;'Chile' 'Branco' 'Seco' 'Chardonnay'
Espumante Real De Aragón D.O. Cava Brut;4.0;R$51,89;Espanha;Espumante;Brut;Macabeo, Chardonnay;Bodegas Langa;Frutas brancas como maçã e pêssego, notas de fermento e mineral.;Cremoso, fresco, gastronômico, equilibrado, com bom corpo e notas de brioche.;Paella, hummus com pão árabe, mariscada, tapas espanholas, cocido madrileno, churrasco.;Macabeo;N;51.89;0;0;'Espanha' 'Espumante' 'Brut' 'Macabeo'
Espumante Pedro Teixeira Prestige Rosé Extra Brut;4.5;R$65,89;Portugal;Espumante;Extra Brut;Baga (100%);Adega de Cantanhede;Frutas vermelhas maduras;Acidez agradável, com boa cremosidade e fruta em evidência;Fritatta de batatas com tomate e camembert, empada de carne-seca, talharim com frutos do mar, sashimi de salmão, tábua de frios, batata frita com cheddar e bacon.;Baga;S;65.89;0;0;'Portugal' 'Espumante' 'Extra Brut' 'Baga'
Espumante Batasiolo Metodo Classico Extra Brut;3.0;R$122,89;Itália;Espumante;Extra Brut;Pinot Noir, Chardonnay;Beni di Batasiolo;Notas de frutas brancas, como maçã verde, limão, ervas, acácia, pão torrado e mel.;Intenso, cítrico, equilibrado, bom corpo e apresenta acidez marcante.;Bacalhoada com batatas, saltimbocca, pato ao molho de laranja, camarão na moranga com catupiry, risoto de paio, espaguete no azeite com vôngole.;Pinot Noir;N;122.89;0;0;'Itália' 'Espumante' 'Extra Brut' 'Pinot Noir'
Don Melchor Cabernet Sauvignon 2017;0.0;R$1.250,27;Chile;Tinto;Seco;Cabernet Sauvignon (98.00%), Cabernet Franc (2.00%);Concha y Toro;Ricos em aromas de frutas vermelhas;Em boca, apresenta notas marcantes do Cabernet Sauvignon de Puente Alto, com taninos refinados e delicados.;Carne vermelha, como de cordeiro e boi, de preferência, assada. Queijos curados e cremosos.;Cabernet Sauvignon;N;1250.27;2017;0;'Chile' 'Tinto' 'Seco' 'Cabernet Sauvignon'
Código Del Toqui 2018;0.0;R$273,90;Chile;Tinto;Seco;Syrah (6%), Cabernet Sauvignon (54%), Carménère (25%), Petit Verdot (15%);Casas del Toqui;Frutas negras maduras, cerejas, baunilha, canela, cravo, pimenta negra, notas de chocolate e caramelo.;Intenso, encorpado, estruturado, final longo e agradável.;Acompanha javali, magret de pato e cabrito ao vinho tinto.;Syrah;N;273.9;2018;0;'Chile' 'Tinto' 'Seco' 'Syrah'
Dancing Bull Califórnia Cabernet Sauvignon 2014;3.5;R$102,89;Estados Unidos;Tinto;Meio Seco/Demi-Sec;Cabernet Sauvignon (100.00%);Dancing Bull Wines;Groselha negra, ameixa madura, chocolate, especiarias;Frutado, taninos macios, acidez agradável, bom corpo;Picanha na chapa, fraldinha braseada, risoto de linguiça fresca, polenta mole aos quatro queijos, lasanha de shitake, queijos de média cura.;Cabernet Sauvignon;S;102.89;2014;0;'Estados Unidos' 'Tinto' 'Meio Seco/Demi-Sec' 'Cabernet Sauvignon'
Carpineto Dogajolo Rosato 2018;4.5;R$89,90;Itália;Rosé;Seco;Sangiovese (80%), Canaiolo (20%);Carpineto;Cereja, amora, framboesa, floral;Frutado, leve, fresco;Camarões na manteiga, frango à parmigiana, penne ao molho rosé com bacon e calabresa, torta de legumes, pernil grelhado, queijos semiduros.;Sangiovese;N;89.9;2018;0;'Itália' 'Rosé' 'Seco' 'Sangiovese'
Baron Philippe de Rothschild Pays D´Oc Sauvignon Blanc 2018;4.0;R$75,90;França;Branco;Seco;Sauvignon Blanc;Baron Philippe de Rothschild;Notas de frutas cítricas, lima, limão;Fresco, frutado e boa acidez;Camarões grelhados, mexilhões em vinho branco, truta defumada, queijo de cabra.;Sauvignon Blanc;S;75.9;2018;1;'França' 'Branco' 'Seco' 'Sauvignon Blanc'
Baron Philippe de Rothschild Pays D´Oc Chardonnay 2018;4.5;R$75,90;França;Branco;Seco;Chardonnay;Baron Philippe de Rothschild;Notas florais, de pêssego, baunilha;Untuoso, fresco e com final saboroso;Peixe grelhado, frutos do mar, lasanha de abobrinha, espaguete ao molho Alfredo, e queijos como brie.;Chardonnay;S;75.9;2018;0;'França' 'Branco' 'Seco' 'Chardonnay'
Pinhal da Torre 2 Worlds White 2015;4.5;R$93,90;Portugal;Branco;Seco;Fernão Pires, Arinto, Chardonnay;Pinhal da Torre;Frutas e flores brancas, abacaxi, pera, maçã, com notas cítricas.;Frutado, leve, fresco e equilibrado, com notas minerais.;Gratinado de bacalhau com batatas, espaguete com camarão, arroz de polvo, ceviche de peixe branco, atum churrasqueado, anchova grelhada, salada tropical, couve flor gratinada.;Fernão Pires;N;93.9;2015;0;'Portugal' 'Branco' 'Seco' 'Fernão Pires'
Espumante Baby Chandon Réserve Brut 187 ml.;4.5;R$24,91;Brasil;Espumante;Brut;Pinot Noir (35.00%), Riesling Itálico (35.00%), Chardonnay (30.00%);Chandon Brasil;Frutas cítricas, flores, frutas secas, pão fresco;Fresco, equilibrado, frutas cítricas, frutas secas, boa persistência;Ostras frescas, saladas, culinária japonesa, fettuccine com frutos do mar, peixe grelhado, risoto de camarão;Pinot Noir;N;24.91;0;0;'Brasil' 'Espumante' 'Brut' 'Pinot Noir'
Píxide D.O. Ribera del Duero Tempranillo 2016;4.0;R$75,90;Espanha;Tinto;Seco;Tempranillo (100%);Bodegas marta maté;Ameixa, cereja, framboesa, alcaçuz, ervas, especiarias, folhas secas;Frutado, bom corpo, acidez agradável, taninos presentes;Pappardelle à bolonhesa, polenta aos quatro queijos, arroz de cordeiro, lasanha de cogumelos, filé de tira com legumes, leitão a pururuca.;Tempranillo;S;75.9;2016;0;'Espanha' 'Tinto' 'Seco' 'Tempranillo'
Gérard Bertrand Narbo Martius Cabernet Sauvignon 2018;4.5;R$44,91;França;Tinto;Seco;Cabernet Sauvignon;Gérard Bertrand;Frutas negras, pimenta, eucalipto;Encorpado, taninos finos, final longo;Bolinho de feijoada e bolinho de arroz, quesadilla de queijo, iscas de filé com pimenta-do-reino, churrasco, costela com batatas.;Cabernet Sauvignon;S;44.91;2018;0;'França' 'Tinto' 'Seco' 'Cabernet Sauvignon'
Espumante Chevalier Blanc de Noirs Brut;3.5;R$55,90;França;Espumante;Brut;Pinot Noir (100.00%);Chevalier;Frutas vermelhas frescas, floral;Corpo de leve para médio, fresco, frutado, boa cremosidade;Salada de sardinha, rúcula e grão de bico, salmão defumado com creme de limão siciliano, brie gratinado, tacos, farfalle ao molho de frango desfiado, anéis de lula.;Pinot Noir;S;55.9;0;0;'França' 'Espumante' 'Brut' 'Pinot Noir'
Espumante Fantinel One & Only Rosé Brut 2018;4.5;R$77,90;Itália;Espumante;Brut;Pinot Noir (90%), Chardonnay (10%);Fantinel;Groselha, morango, framboesa, floral;Elegante, frutas vermelhas, leve, boa acidez, delicada cremosidade;Risoto de salmão, abobrinha recheada com tomate seco , penne à carbonara, quiche lorraine, canapés variados, queijos frescos ou semiduros.;Pinot Noir;N;77.9;2018;0;'Itália' 'Espumante' 'Brut' 'Pinot Noir'
Finca Ventura D.O.P. Jumilla Monastrell 2018;3.0;R$53,91;Espanha;Tinto;Meio Seco/Demi-Sec;Monastrell;G.L.M. Wine Selection;Frutas negras, especiarias, defumado;Leve, frutado, boa acidez, taninos macios;Kafta de cordeiro, batata recheada com carne seca e provolone, talharim com ragu de linguiça, lasanha de abobrinha, risoto de presunto cru, queijos semiduros.;Monastrell;S;53.91;2018;0;'Espanha' 'Tinto' 'Meio Seco/Demi-Sec' 'Monastrell'
Espumante Cava Vilarnau Ice-Sec;3.5;R$68,89;Espanha;Espumante;Meio Seco/Demi-Sec;Malvasia;Vilarnau;Flores, pétalas de rosas, lichia;Fresco, acidez marcante e final levemente doce;Coquetelaria, queijos, canapés, tábua de frios, velvet cake, torta de damasco.;Malvasia;S;68.89;0;0;'Espanha' 'Espumante' 'Meio Seco/Demi-Sec' 'Malvasia'
Impetu Sauvignon Blanc 2019;4.5;R$32,90;Chile;Branco;Seco;Sauvignon Blanc;Viña San Pedro;Frutas tropicais, herbáceo;Leve, boa acidez;Sardinha frita, bolinho de bacalhau, sashimi de salmão, ceviche, espaguete ao molho branco, legumes grelhados.;Sauvignon Blanc;S;32.9;2019;0;'Chile' 'Branco' 'Seco' 'Sauvignon Blanc'
Ernst Loosen Pfalz Edition Dornfelder 2018;4.5;R$61,90;Alemanha;Tinto;Meio Seco/Demi-Sec;Dornfelder;Ernst Loosen;Amora, cereja, groselha, framboesa, especiarias, mineral;Frutado, leve, acidez agradável, taninos macios;Vitela com cenouras, frango com cogumelos guisados, risoto de salmão defumado com Emmental, costelinha de porco com batata doce, moussaka, ravióli de presunto cru com molho branco.;Dornfelder;S;61.9;2018;0;'Alemanha' 'Tinto' 'Meio Seco/Demi-Sec' 'Dornfelder'
Pérez Cruz Limited Edition D.O. Valle del Maipo Cabernet Franc 2016;4.5;R$151,90;Chile;Tinto;Seco;Cabernet Franc (91.00%), Cabernet Sauvignon (6.00%), Petit Verdot (3.00%);Pérez Cruz;Frutas negras, tosta, especiarias;Frutado, taninos presentes, médio corpo, fresco, amadeirado, especiarias;Risoto de parmesão, cogumelo recheado com queijo, fettuccine ao ragu de cordeiro, assado de tira, ravióli de abóbora com carne-seca, bruschetta de parmesão e bacon.;Cabernet Franc;N;151.9;2016;0;'Chile' 'Tinto' 'Seco' 'Cabernet Franc'
Pérez Cruz Limited Edition Carménère 2017;5.0;R$109,91;Chile;Tinto;Seco;Carménère;Pérez Cruz;Um vinho complexo e aromaticamente elegante, com notas de frutas pretas maduras, nozes, aromas terrosos e especiarias;Taninos elegantes, boa acidez, final persistente;Galeto recheado, pizzas, carnes vermelhas assadas, massas com molho de carne e queijos tipo camembert.;Carménère;S;109.91;2017;0;'Chile' 'Tinto' 'Seco' 'Carménère'
Pérez Cruz Rosé Lingal 2019;4.0;R$71,89;Chile;Rosé;Seco;Grenache , Mourvèdre;Pérez Cruz;Mescla entre frutas tropicais e frutas vermelhas;Elegante, boa acidez e final persistente;Comida japonesa, isca de frango, caeser salada com camarão, moqueca de banana da terra.;Grenache;N;71.89;2019;0;'Chile' 'Rosé' 'Seco' 'Grenache'
Champagne Moët & Chandon Ice Impérial Demi-Sec com TAG;0.0;R$543,91;França;Espumante;Meio Seco/Demi-Sec;Pinot Noir, Pinot Meunier, Chardonnay;Moët & Chandon;Maçã, goiaba vermelha, manga, framboesa;Frutado, bom corpo, cremoso, boa acidez, adocicado;Salmão com molho de manga, camarão crocante com molho picante, risoto de tomate seco e brie, harumaki Romeu e Julieta, frango teriyaki, bolo de frutas.;Pinot Noir;N;543.91;0;0;'França' 'Espumante' 'Meio Seco/Demi-Sec' 'Pinot Noir'
Finca La Escuela Malbec 2017;0.0;R$188,90;Argentina;Tinto;Seco;Malbec (100%);Tinto Negro;Aromas únicos do terroir.;Frutas vermelhas, com toques do carvalho.;Cordeiro assado, pratos com molhos picantes.;Malbec;S;188.9;2017;0;'Argentina' 'Tinto' 'Seco' 'Malbec'
Monteguelfo D.O.C.G. Chianti Classico 2016;0.0;R$79,90;Itália;Tinto;Seco;Sangiovese (90.00%), Outras uvas autorizadas (10.00%);Cecchi;Framboesa, cereja, amora e ameixas frescas, com nuances florais;Fresco, com taninos macios e notas de frutas frescas;Penne ao sugo, berinjela à parmegiana, risoto de queijo, tomates recheados, lagarto recheado no forno, filé de frango empanado.;Sangiovese;N;79.9;2016;0;'Itália' 'Tinto' 'Seco' 'Sangiovese'
Tenuta Sant`Antonio Scaia I.G.T. Veneto Corvina 2017;4.5;R$88,89;Itália;Tinto;Meio Seco/Demi-Sec;Corvina;Tenuta Sant'Antonio;Cereja negra madura, amora, framboesa, floral, especiarias;Aveludado, médio corpo, frutado, boa acidez, taninos macios, final agradável;Espaguete com linguiça fresca, panqueca de frango, risoto de paio com couve, lombo suíno assado, lasanha gratinada, queijos semiduros.;Corvina;S;88.89;2017;0;'Itália' 'Tinto' 'Meio Seco/Demi-Sec' 'Corvina'
Espumante Louis Bouillot Blanc De Noirs Brut;4.5;R$62,90;França;Espumante;Brut;Merlot, Merlot, Gamay, Pinot Noir;Louis Bouillot;Frutas brancas como maçã e pera, pétalas de rosas e delicadas notas de brioche.;Elegante, leve, fresco, divertido e com toque cítrico.;Involtinni de legumes e frios, quiche de abobrinha com tomate, salada de salmão com lentilha, arroz de polvo, penne ao molho de tomate e azeitonas e bacalhau à Brás.;Merlot;N;62.9;0;0;'França' 'Espumante' 'Brut' 'Merlot'
Fleur du Cap Essence du Cap Pinotage 2016;4.0;R$64,91;África do Sul;Tinto;Seco;Pinotage (100.00%);Fleur Du Cap;Ameixa madura, groselha, especiarias, leve amadeirado;Frutado, corpo de médio para encorpado, taninos presentes, acidez agradável, leve amadeirado;Churrasco, empadão de carne, talharim com almôndegas ao sugo, berinjela à parmegiana, risoto quatro queijos, carne-seca com abóbora.;Pinotage;S;64.91;2016;0;'África do Sul' 'Tinto' 'Seco' 'Pinotage'
Quinta de São João Reserva Regional Tejo 2017;4.0;R$64,91;Portugal;Tinto;Meio Seco/Demi-Sec;Syrah, Touriga Nacional, Touriga Franca , Tinta Roriz;Pinhal da Torre;Frutas negras maduras, frutas vermelhas maduras, especiarias, caixa de charuto, tosta, vegetal.;Médio corpo, taninos firmes, acidez agradável, bom final.;Fraldinha com batata rosti, picadinho de carne com legumes, risoto de quinoa com vegetais, mignon ao molho de vinho com purê, nhoque na manteiga e sálvia, sobrecoxa recheada com queijo ao creme de mostarda.;Syrah;N;64.91;2017;0;'Portugal' 'Tinto' 'Meio Seco/Demi-Sec' 'Syrah'
Protos Reserva D.O. Ribera del Duero 2014;5.0;R$381,91;Espanha;Tinto;Seco;Tempranillo;Protos;Ameixa cozida, frutas maduras, especiarias, couro, tabaco, amadeirado;Maduro, potente, complexo, acidez agradável, taninos marcantes, bom final;Cordeiro com polenta mole, magret de pato com legumes, peru assado com farofa de nozes, paella caipira, tagliatelle com ragu bolonhês, bruschetta de jamon com queijo idiazabal e tomates.;Tempranillo;S;381.91;2014;0;'Espanha' 'Tinto' 'Seco' 'Tempranillo'
Ulysses Napa Valley 2014;0.0;R$1.902,90;Estados Unidos;Tinto;Assemblage;Cabernet Sauvignon (92.00%);Ulysses;Cassis, framboesa negra, ameixa, amora, caixa de charuto, cedro, chá, ervas secas;Intenso, encorpado, taninos presentes, boa acidez, longo, complexo;Chanfana de cordeiro, ossobuco ao molho de vinho tinto, carré de cabrito com purê de baroa, carré de javali em redução, risoto com funghi porcini com costeletas de cordeiro, angus beef ao chimichurri.;Cabernet Sauvignon;S;1902.9;2014;0;'Estados Unidos' 'Tinto' 'Assemblage' 'Cabernet Sauvignon'
Espumante Cava Maset Castell de Sant Pau Brut Rosé;5.0;R$93,91;Espanha;Espumante;Brut;Trepat (80%), Garnacha (20%);Maset del Lleó;Frutas vermelhas, frutos secos;Fresco, frutado com longa persistência;Como aperitivo, com sushi, steak tartare, salmão grelhado, frango à passarinho, costela de porco com molho barbecue.;Trepat;N;93.91;0;0;'Espanha' 'Espumante' 'Brut' 'Trepat'
Antinori Santa Cristina I.G.T. Toscana Rosso 2018;0.0;R$168,90;Itália;Tinto;Seco;Sangiovese, Syrah, Merlot;Antinori;No nariz é intenso, com notas de frutas vermelhas frescas e toque floral;Na boca apresenta boa estrutura, maciez e frescor, com taninos aveludados;Acompanha carnes grelhadas, assadas, massas com molho vermelhos ou densos, embutidos, queijos fortes, amadurecidos ou condimentados.;Sangiovese;N;168.9;2018;0;'Itália' 'Tinto' 'Seco' 'Sangiovese'
Lidio Carraro Faces do Brasil Merlot 2019;0.0;R$74,90;Brasil;Tinto;Seco;Merlot (80%), Cabernet Sauvignon (5%), Tannat (15%);Lidio Carraro;Amora, framboesa, morango, especiarias;Frutado, bom corpo, acidez agradável, taninos macios;Iscas de filé acebolado, pizza de calabresa, salgadinhos como quibe e bolinha de queijo fritos, espaguete à bolonhesa, bruschetta quatro queijos, empada de bacon.;Merlot;N;74.9;2019;0;'Brasil' 'Tinto' 'Seco' 'Merlot'
Espumante Miguel Torres Sangre de Toro Cava Brut;4.5;R$97,90;Espanha;Espumante;Extra Brut;Xarel-lo, Parellada, Macabeo;Miguel Torres;Flores, frutas frescas, anis;Fresco, cremoso e boa acidez;Salada de folhas verdes com queijo de cabra empanado, tapas espanholas, mariscos, ostras, peixe grelhado com legumes, risoto de limão siciliano.;Xarel-lo;N;97.9;0;0;'Espanha' 'Espumante' 'Extra Brut' 'Xarel-lo'
Root: 1 Reserva Heritage Red 2018;4.5;R$44,90;Chile;Tinto;Meio Seco/Demi-Sec;Carménère, Petit Verdot, Syrah, Cabernet Sauvignon;Viña Ventisquero;Frutas vermelhas, frutas negras, especiarias;Médio corpo, taninos macios, acidez agradável;Maminha assada ao forno, fusilli com ragu de costela, pizza de calabresa, carne de sol grelhada com mandioca na manteiga de garrafa, lasanha de berinjela, queijos semiduros.;Carménère;N;44.9;2018;0;'Chile' 'Tinto' 'Meio Seco/Demi-Sec' 'Carménère'
